student_id,skills,experience_years,course_grades,projects_completed,extracurriculars,job_offer
2282,SQL,1,95.89,6,4,0
2283,SQL,4,71.54,4,4,1
2283,Java,4,71.54,4,4,1
2284,SQL,3,69.96,5,2,0
2284,Java,3,69.96,5,2,0
2284,Python,3,69.96,5,2,0
2285,Python,3,97.57,6,2,0
2285,Java,3,97.57,6,2,0
2286,C++,2,92.37,1,3,0
2287,Python,5,92.83,9,0,1
2287,C++,5,92.83,9,0,1
2287,Java,5,92.83,9,0,1
2288,SQL,5,67.81,6,3,1
2289,Data Analysis,1,65.73,0,0,0
2289,Machine Learning,1,65.73,0,0,0
2290,SQL,3,61.04,5,1,1
2290,Java,3,61.04,5,1,1
2291,Machine Learning,2,69.48,7,4,1
2292,Java,2,90.97,0,1,1
2292,Data Analysis,2,90.97,0,1,1
2292,Python,2,90.97,0,1,1
2293,C++,4,69.6,0,3,1
2293,Machine Learning,4,69.6,0,3,1
2294,Python,4,89.16,5,0,1
2295,Python,2,70.08,4,0,0
2295,Machine Learning,2,70.08,4,0,0
2296,SQL,4,75.81,2,1,1
2297,Python,3,99.33,9,2,0
2297,Data Analysis,3,99.33,9,2,0
2298,Data Analysis,0,69.79,9,2,1
2298,SQL,0,69.79,9,2,1
2298,Python,0,69.79,9,2,1
2299,SQL,3,75.05,6,1,1
2299,Java,3,75.05,6,1,1
2299,Data Analysis,3,75.05,6,1,1
2300,Java,2,72.04,6,2,0
2301,SQL,2,64.38,6,0,0
2301,Machine Learning,2,64.38,6,0,0
2302,C++,3,79.6,5,3,0
2302,Python,3,79.6,5,3,0
2303,Java,4,75.15,3,2,0
2303,Data Analysis,4,75.15,3,2,0
2304,Python,4,87.8,8,0,1
2304,Data Analysis,4,87.8,8,0,1
2305,Machine Learning,5,92.7,8,3,0
2305,Data Analysis,5,92.7,8,3,0
2305,Python,5,92.7,8,3,0
2306,Machine Learning,2,81.77,6,0,1
2307,Machine Learning,1,61.29,6,4,1
2307,SQL,1,61.29,6,4,1
2308,Java,5,84.76,7,3,0
2308,SQL,5,84.76,7,3,0
2309,Java,4,62.22,4,4,0
2309,Data Analysis,4,62.22,4,4,0
2309,Python,4,62.22,4,4,0
2310,Machine Learning,3,84.65,8,2,0
2310,SQL,3,84.65,8,2,0
2311,C++,4,87.4,5,2,1
2311,Python,4,87.4,5,2,1
2311,Java,4,87.4,5,2,1
2312,C++,3,67.91,6,0,0
2313,Python,5,92.77,6,1,1
2313,Data Analysis,5,92.77,6,1,1
2313,C++,5,92.77,6,1,1
2314,Python,2,96.44,8,0,0
2315,C++,4,92.52,6,4,0
2315,Java,4,92.52,6,4,0
2316,Machine Learning,3,72.2,2,3,1
2316,Data Analysis,3,72.2,2,3,1
2316,C++,3,72.2,2,3,1
2317,SQL,2,83.47,5,1,1
2317,Data Analysis,2,83.47,5,1,1
2317,Machine Learning,2,83.47,5,1,1
2318,Data Analysis,1,96.59,5,0,0
2319,Machine Learning,3,72.83,6,4,1
2319,Python,3,72.83,6,4,1
2319,C++,3,72.83,6,4,1
2320,Java,5,92.8,5,4,0
2320,Python,5,92.8,5,4,0
2320,C++,5,92.8,5,4,0
2321,C++,1,60.38,3,2,0
2322,Data Analysis,1,60.15,5,0,1
2322,C++,1,60.15,5,0,1
2323,Java,0,90.39,2,0,0
2323,Data Analysis,0,90.39,2,0,0
2324,Machine Learning,4,90.46,0,4,1
2325,SQL,3,91.56,0,0,1
2325,C++,3,91.56,0,0,1
2326,Data Analysis,1,97.2,4,2,0
2327,SQL,0,64.72,7,1,0
2327,Data Analysis,0,64.72,7,1,0
2327,C++,0,64.72,7,1,0
2328,Python,5,69.28,2,4,1
2328,Data Analysis,5,69.28,2,4,1
2329,Python,2,96.15,1,2,1
2329,SQL,2,96.15,1,2,1
2330,C++,3,67.09,7,2,0
2330,Java,3,67.09,7,2,0
2331,SQL,1,87.29,8,3,0
2331,Machine Learning,1,87.29,8,3,0
2332,Java,4,81.22,8,1,0
2332,Machine Learning,4,81.22,8,1,0
2332,Python,4,81.22,8,1,0
2333,Data Analysis,0,63.33,1,2,0
2333,Python,0,63.33,1,2,0
2334,Machine Learning,1,71.41,7,3,0
2334,Python,1,71.41,7,3,0
2335,Machine Learning,4,80.81,1,3,1
2335,C++,4,80.81,1,3,1
2336,Machine Learning,1,94.09,6,0,1
2336,C++,1,94.09,6,0,1
2337,Machine Learning,3,88.3,7,2,1
2338,Machine Learning,3,84.88,0,4,1
2339,C++,3,79.84,7,0,1
2340,Python,5,71.95,2,1,1
2340,SQL,5,71.95,2,1,1
2341,Data Analysis,5,64.77,0,4,0
2342,C++,0,76.36,6,4,1
2342,Data Analysis,0,76.36,6,4,1
2342,SQL,0,76.36,6,4,1
2343,Data Analysis,3,61.14,9,3,0
2343,Java,3,61.14,9,3,0
2343,Machine Learning,3,61.14,9,3,0
2344,Data Analysis,4,68.44,2,2,1
2344,Python,4,68.44,2,2,1
2344,C++,4,68.44,2,2,1
2345,Machine Learning,1,77.3,7,3,1
2346,C++,2,76.74,8,3,1
2346,SQL,2,76.74,8,3,1
2346,Python,2,76.74,8,3,1
2347,Java,4,61.77,1,2,0
2347,SQL,4,61.77,1,2,0
2348,Python,5,83.56,0,2,1
2348,Machine Learning,5,83.56,0,2,1
2349,Data Analysis,5,81.99,7,2,1
2350,C++,4,63.12,9,3,0
2350,SQL,4,63.12,9,3,0
2350,Data Analysis,4,63.12,9,3,0
2351,Data Analysis,5,97.73,5,2,0
2351,Python,5,97.73,5,2,0
2351,Machine Learning,5,97.73,5,2,0
2352,Java,3,63.98,9,2,1
2353,Data Analysis,0,94.19,0,4,1
2353,Python,0,94.19,0,4,1
2353,Java,0,94.19,0,4,1
2354,Java,1,60.01,2,3,0
2354,C++,1,60.01,2,3,0
2354,SQL,1,60.01,2,3,0
2355,Machine Learning,0,95.29,8,2,1
2355,Data Analysis,0,95.29,8,2,1
2356,Java,1,60.79,8,3,0
2356,Data Analysis,1,60.79,8,3,0
2357,SQL,1,90.31,5,1,0
2357,Data Analysis,1,90.31,5,1,0
2357,Machine Learning,1,90.31,5,1,0
2358,Data Analysis,0,74.47,2,0,0
2358,SQL,0,74.47,2,0,0
2359,Machine Learning,4,89.53,7,4,0
2360,Machine Learning,1,76.07,5,4,1
2361,C++,0,62.84,0,3,1
2361,Java,0,62.84,0,3,1
2361,SQL,0,62.84,0,3,1
2362,SQL,1,90.7,5,2,1
2363,Python,2,62.85,4,3,1
2363,Data Analysis,2,62.85,4,3,1
2363,SQL,2,62.85,4,3,1
2364,SQL,4,96.88,7,0,0
2365,Java,3,62.04,1,4,0
2366,Data Analysis,1,79.17,6,4,1
2366,Machine Learning,1,79.17,6,4,1
2367,Data Analysis,2,88.92,5,0,0
2367,SQL,2,88.92,5,0,0
2368,C++,3,75.73,0,3,0
2368,Data Analysis,3,75.73,0,3,0
2368,Machine Learning,3,75.73,0,3,0
2369,Machine Learning,3,68.69,7,4,1
2369,Java,3,68.69,7,4,1
2370,Java,1,90.36,5,2,1
2370,C++,1,90.36,5,2,1
2370,Data Analysis,1,90.36,5,2,1
2371,Machine Learning,0,91.37,2,3,1
2372,SQL,1,96.91,4,2,0
2372,C++,1,96.91,4,2,0
2373,SQL,2,75.05,6,1,0
2374,Java,3,80.25,8,0,1
2374,Data Analysis,3,80.25,8,0,1
2374,Python,3,80.25,8,0,1
2375,Data Analysis,1,74.53,3,4,1
2376,Java,0,70.28,1,0,0
2377,C++,1,90.04,2,0,0
2377,Data Analysis,1,90.04,2,0,0
2377,Java,1,90.04,2,0,0
2378,Java,4,73.59,6,2,1
2379,C++,0,77.13,7,4,1
2379,Data Analysis,0,77.13,7,4,1
2379,Machine Learning,0,77.13,7,4,1
2380,Java,2,76.15,4,1,0
2380,C++,2,76.15,4,1,0
2380,Machine Learning,2,76.15,4,1,0
2381,C++,3,88.51,2,0,0
2381,Data Analysis,3,88.51,2,0,0
2381,SQL,3,88.51,2,0,0
2382,Java,1,96.71,0,2,0
2383,Machine Learning,0,86.67,9,2,1
2383,Python,0,86.67,9,2,1
2384,C++,4,78.86,0,4,0
2384,Java,4,78.86,0,4,0
2384,SQL,4,78.86,0,4,0
2385,Machine Learning,0,91.17,1,3,0
2385,Data Analysis,0,91.17,1,3,0
2386,Python,5,85.64,4,3,0
2386,Data Analysis,5,85.64,4,3,0
2387,C++,4,62.42,2,1,0
2387,SQL,4,62.42,2,1,0
2387,Python,4,62.42,2,1,0
2388,C++,2,63.83,6,2,0
2388,Python,2,63.83,6,2,0
2388,Java,2,63.83,6,2,0
2389,Data Analysis,3,61.52,1,3,0
2389,Machine Learning,3,61.52,1,3,0
2389,SQL,3,61.52,1,3,0
2390,Machine Learning,2,78.27,1,0,0
2390,Python,2,78.27,1,0,0
2391,Machine Learning,1,93.03,2,1,1
2391,Python,1,93.03,2,1,1
2391,Java,1,93.03,2,1,1
2392,Data Analysis,0,72.52,0,0,1
2392,Python,0,72.52,0,0,1
2393,Data Analysis,5,75.37,1,3,1
2393,Machine Learning,5,75.37,1,3,1
2393,SQL,5,75.37,1,3,1
2394,Python,4,96.38,4,2,1
2394,SQL,4,96.38,4,2,1
2394,Data Analysis,4,96.38,4,2,1
2395,C++,4,93.48,2,3,1
2395,Machine Learning,4,93.48,2,3,1
2396,Machine Learning,0,86.6,9,1,1
2396,SQL,0,86.6,9,1,1
2397,SQL,5,70.67,5,1,1
2397,Data Analysis,5,70.67,5,1,1
2398,Java,0,64.68,1,0,1
2398,Python,0,64.68,1,0,1
2399,Machine Learning,1,60.64,7,0,1
2399,SQL,1,60.64,7,0,1
2399,Data Analysis,1,60.64,7,0,1
2400,Data Analysis,2,64.28,3,1,0
2401,Machine Learning,4,71.7,2,0,0
2401,Java,4,71.7,2,0,0
2402,Python,1,82.07,4,4,1
2402,SQL,1,82.07,4,4,1
2402,Data Analysis,1,82.07,4,4,1
2403,C++,2,62.56,7,1,0
2403,Python,2,62.56,7,1,0
2404,Machine Learning,1,65.45,8,0,0
2405,SQL,5,67.24,0,3,0
2406,Java,4,85.28,3,2,1
2406,Machine Learning,4,85.28,3,2,1
2407,SQL,0,84.63,5,4,1
2407,Data Analysis,0,84.63,5,4,1
2408,Data Analysis,0,82.03,5,4,1
2409,Machine Learning,2,70.02,8,2,0
2410,Machine Learning,3,74.84,0,2,0
2411,Java,5,63.87,4,3,0
2411,C++,5,63.87,4,3,0
2411,SQL,5,63.87,4,3,0
2412,SQL,2,69.06,9,2,1
2413,Java,3,95.91,0,4,1
2413,C++,3,95.91,0,4,1
2413,Data Analysis,3,95.91,0,4,1
2414,Python,1,99.19,5,3,1
2414,SQL,1,99.19,5,3,1
2414,Data Analysis,1,99.19,5,3,1
2415,Machine Learning,5,85.91,8,2,0
2416,C++,1,96.67,3,3,1
2417,C++,4,85.71,9,3,0
2417,Java,4,85.71,9,3,0
2418,C++,5,61.33,9,0,0
2418,Java,5,61.33,9,0,0
2418,Machine Learning,5,61.33,9,0,0
2419,Data Analysis,3,99.87,8,2,1
2419,SQL,3,99.87,8,2,1
2419,Python,3,99.87,8,2,1
2420,SQL,4,63.96,2,0,0
2420,Python,4,63.96,2,0,0
2420,Machine Learning,4,63.96,2,0,0
2421,C++,0,87.31,6,4,0
2422,C++,3,70.11,4,3,0
2422,SQL,3,70.11,4,3,0
2423,Data Analysis,2,75.68,9,4,0
2423,Machine Learning,2,75.68,9,4,0
2424,C++,0,85.84,0,3,0
2425,Data Analysis,0,77.46,6,2,0
2425,C++,0,77.46,6,2,0
2425,Machine Learning,0,77.46,6,2,0
2426,Java,2,70.02,7,1,1
2426,Machine Learning,2,70.02,7,1,1
2427,Python,5,73.38,5,2,0
2427,SQL,5,73.38,5,2,0
2428,C++,0,73.66,0,3,1
2428,SQL,0,73.66,0,3,1
2429,Data Analysis,3,98.37,8,1,0
2429,Python,3,98.37,8,1,0
2429,Machine Learning,3,98.37,8,1,0
2430,Data Analysis,4,91.94,6,1,0
2430,SQL,4,91.94,6,1,0
2430,C++,4,91.94,6,1,0
2431,Data Analysis,0,78.34,5,2,1
2431,SQL,0,78.34,5,2,1
2431,Machine Learning,0,78.34,5,2,1
2432,SQL,3,67.99,3,4,1
2432,Python,3,67.99,3,4,1
2433,Data Analysis,1,92.44,2,2,1
2433,Machine Learning,1,92.44,2,2,1
2434,C++,3,66.29,3,3,1
2434,Java,3,66.29,3,3,1
2435,Data Analysis,4,68.42,0,4,1
2435,Machine Learning,4,68.42,0,4,1
2435,Java,4,68.42,0,4,1
2436,SQL,3,74.64,8,3,0
2436,Java,3,74.64,8,3,0
2436,Data Analysis,3,74.64,8,3,0
2437,Python,2,95.21,1,4,1
2437,Data Analysis,2,95.21,1,4,1
2437,Machine Learning,2,95.21,1,4,1
2438,C++,4,65.27,1,0,0
2439,Machine Learning,5,64.89,2,4,1
2440,Data Analysis,1,79.76,0,0,1
2441,SQL,2,71.06,9,3,0
2441,Java,2,71.06,9,3,0
2442,SQL,5,82.75,2,2,0
2442,Data Analysis,5,82.75,2,2,0
2442,Java,5,82.75,2,2,0
2443,Python,3,78.07,3,3,1
2444,Python,4,77.4,8,2,0
2444,Data Analysis,4,77.4,8,2,0
2444,Java,4,77.4,8,2,0
2445,Data Analysis,1,64.48,4,0,0
2445,Python,1,64.48,4,0,0
2445,Machine Learning,1,64.48,4,0,0
2446,Machine Learning,2,65.64,5,2,1
2447,C++,5,92.84,0,3,0
2448,Data Analysis,5,95.44,2,3,1
2448,Machine Learning,5,95.44,2,3,1
2448,Java,5,95.44,2,3,1
2449,Data Analysis,1,69.39,6,3,1
2450,SQL,3,64.54,6,4,1
2451,C++,1,62.14,9,3,1
2451,Python,1,62.14,9,3,1
2452,C++,5,84.33,0,4,1
2452,SQL,5,84.33,0,4,1
2452,Data Analysis,5,84.33,0,4,1
2453,Data Analysis,0,88.61,8,1,1
2453,SQL,0,88.61,8,1,1
2453,Machine Learning,0,88.61,8,1,1
2454,Python,2,74.91,0,0,1
2455,Python,1,87.19,6,1,0
2455,C++,1,87.19,6,1,0
2456,SQL,5,88.52,1,1,1
2456,Python,5,88.52,1,1,1
2457,SQL,3,97.41,8,4,0
2457,Java,3,97.41,8,4,0
2458,Python,5,62.59,8,4,0
2458,C++,5,62.59,8,4,0
2459,Machine Learning,3,67.69,8,0,1
2460,Java,1,62.74,3,0,0
2460,C++,1,62.74,3,0,0
2461,Java,3,94.72,5,0,0
2462,C++,4,91.7,1,3,0
2462,Java,4,91.7,1,3,0
2462,Python,4,91.7,1,3,0
2463,Data Analysis,4,82.99,2,3,0
2463,SQL,4,82.99,2,3,0
2464,Python,4,63.35,5,0,0
2465,Python,0,70.93,0,4,1
2466,Data Analysis,1,71.91,6,1,1
2466,SQL,1,71.91,6,1,1
2466,C++,1,71.91,6,1,1
2467,C++,5,82.43,1,0,0
2468,Data Analysis,5,70.32,7,0,1
2469,Python,0,62.92,4,1,1
2469,Data Analysis,0,62.92,4,1,1
2469,C++,0,62.92,4,1,1
2470,Java,3,89.23,6,2,0
2470,SQL,3,89.23,6,2,0
2471,Machine Learning,0,71.96,7,0,0
2471,Python,0,71.96,7,0,0
2472,Data Analysis,3,78.09,2,0,0
2472,C++,3,78.09,2,0,0
2472,Machine Learning,3,78.09,2,0,0
2473,C++,3,65.11,5,3,1
2473,Python,3,65.11,5,3,1
2474,Java,2,92.1,8,1,0
2474,Python,2,92.1,8,1,0
2474,C++,2,92.1,8,1,0
2475,C++,5,82.62,3,0,0
2475,Python,5,82.62,3,0,0
2475,SQL,5,82.62,3,0,0
2476,Data Analysis,4,96.06,9,0,1
2476,SQL,4,96.06,9,0,1
2477,Python,3,79.82,6,2,0
2477,Data Analysis,3,79.82,6,2,0
2478,Machine Learning,2,97.66,0,1,1
2478,SQL,2,97.66,0,1,1
2479,C++,5,95.67,6,0,1
2480,Data Analysis,4,83.06,8,2,1
2480,Java,4,83.06,8,2,1
2481,Machine Learning,3,97.36,9,0,0
2482,C++,3,72.92,7,4,0
2483,Java,0,74.63,3,2,0
2483,SQL,0,74.63,3,2,0
2483,C++,0,74.63,3,2,0
2484,Data Analysis,0,61.82,2,4,0
2485,SQL,5,83.57,6,0,1
2485,C++,5,83.57,6,0,1
2485,Python,5,83.57,6,0,1
2486,C++,4,88.88,0,2,1
2486,Java,4,88.88,0,2,1
2486,Machine Learning,4,88.88,0,2,1
2487,Java,3,90.94,7,1,1
2488,Data Analysis,5,65.99,0,3,1
2489,Java,5,77.77,6,0,0
2489,C++,5,77.77,6,0,0
2489,Machine Learning,5,77.77,6,0,0
2490,Machine Learning,1,67.07,5,2,1
2491,SQL,0,86.49,9,4,0
2491,C++,0,86.49,9,4,0
2491,Machine Learning,0,86.49,9,4,0
2492,Python,4,66.32,7,2,0
2493,Python,3,96.17,5,1,1
2493,SQL,3,96.17,5,1,1
2494,Python,5,69.23,4,2,1
2494,C++,5,69.23,4,2,1
2494,Data Analysis,5,69.23,4,2,1
2495,Data Analysis,3,71.66,8,4,0
2496,Machine Learning,1,94.04,3,0,1
2496,C++,1,94.04,3,0,1
2496,Java,1,94.04,3,0,1
2497,Machine Learning,4,78.34,6,4,1
2497,Java,4,78.34,6,4,1
2497,Python,4,78.34,6,4,1
2498,Data Analysis,5,60.96,5,4,0
2499,C++,3,79.78,9,4,1
2500,Python,0,63.38,5,3,0
2500,C++,0,63.38,5,3,0
2500,Data Analysis,0,63.38,5,3,0
2501,Data Analysis,1,99.41,4,0,0
2502,Java,4,83.52,1,3,0
2502,Python,4,83.52,1,3,0
2502,Data Analysis,4,83.52,1,3,0
2503,Python,1,70.26,3,2,1
2503,SQL,1,70.26,3,2,1
2503,Data Analysis,1,70.26,3,2,1
2504,Machine Learning,0,82.55,0,0,0
2504,Java,0,82.55,0,0,0
2505,Python,4,63.07,8,0,1
2505,Data Analysis,4,63.07,8,0,1
2505,Machine Learning,4,63.07,8,0,1
2506,Machine Learning,1,92.0,8,2,1
2506,Data Analysis,1,92.0,8,2,1
2507,Python,2,97.01,7,2,1
2508,C++,0,94.98,3,4,0
2509,Data Analysis,0,73.67,4,0,0
2509,C++,0,73.67,4,0,0
2510,Python,0,73.03,0,1,1
2510,Machine Learning,0,73.03,0,1,1
2511,Java,2,61.4,3,4,0
2511,SQL,2,61.4,3,4,0
2511,Data Analysis,2,61.4,3,4,0
2512,Machine Learning,2,86.06,3,0,0
2513,SQL,3,81.4,4,2,0
2514,Python,5,78.37,1,2,0
2515,Java,1,96.31,1,1,1
2515,C++,1,96.31,1,1,1
2516,Data Analysis,3,66.72,1,0,0
2517,Machine Learning,1,60.39,7,3,0
2517,Java,1,60.39,7,3,0
2518,Java,5,62.93,1,4,0
2518,Machine Learning,5,62.93,1,4,0
2519,Java,2,68.93,5,0,1
2520,Data Analysis,5,61.33,1,3,1
2521,C++,2,80.11,7,2,0
2521,Java,2,80.11,7,2,0
2521,Python,2,80.11,7,2,0
2522,Python,5,72.56,0,2,0
2522,Data Analysis,5,72.56,0,2,0
2523,Java,3,67.22,1,3,1
2524,Data Analysis,4,90.0,4,3,1
2525,Machine Learning,3,68.18,5,1,1
2525,SQL,3,68.18,5,1,1
2525,C++,3,68.18,5,1,1
2526,C++,1,87.5,8,0,1
2526,Java,1,87.5,8,0,1
2526,Machine Learning,1,87.5,8,0,1
2527,Data Analysis,3,73.97,5,2,0
2528,Machine Learning,0,80.47,7,4,0
2528,C++,0,80.47,7,4,0
2529,Java,1,97.35,6,2,1
2529,Data Analysis,1,97.35,6,2,1
2530,Data Analysis,5,61.49,0,0,0
2530,Python,5,61.49,0,0,0
2530,Java,5,61.49,0,0,0
2531,C++,1,80.01,1,3,1
2531,Machine Learning,1,80.01,1,3,1
2531,Python,1,80.01,1,3,1
2532,SQL,4,94.18,3,1,1
2532,Data Analysis,4,94.18,3,1,1
2532,C++,4,94.18,3,1,1
2533,Machine Learning,2,83.52,0,2,0
2534,Java,5,71.07,7,1,1
2535,Machine Learning,1,75.91,3,3,0
2536,Machine Learning,5,87.21,6,0,0
2537,Machine Learning,5,95.63,6,2,0
2537,Data Analysis,5,95.63,6,2,0
2538,C++,5,61.64,7,0,0
2539,Data Analysis,2,62.86,8,4,0
2539,Java,2,62.86,8,4,0
2539,SQL,2,62.86,8,4,0
2540,Java,3,73.0,8,0,1
2541,Java,5,69.31,6,3,0
2542,C++,0,70.6,8,3,1
2542,Data Analysis,0,70.6,8,3,1
2542,Java,0,70.6,8,3,1
2543,Data Analysis,4,68.85,4,4,0
2544,Python,2,67.83,9,0,0
2545,SQL,1,65.22,3,3,1
2545,Data Analysis,1,65.22,3,3,1
2545,Java,1,65.22,3,3,1
2546,SQL,2,97.36,2,3,0
2546,Data Analysis,2,97.36,2,3,0
2547,C++,1,65.77,5,3,0
2547,Python,1,65.77,5,3,0
2547,Machine Learning,1,65.77,5,3,0
2548,Python,2,68.18,9,3,0
2548,Machine Learning,2,68.18,9,3,0
2548,Java,2,68.18,9,3,0
2549,Python,1,69.85,8,1,1
2550,Machine Learning,5,97.32,3,2,0
2550,Python,5,97.32,3,2,0
2551,Java,3,90.23,1,1,0
2552,C++,1,91.59,2,3,1
2552,Machine Learning,1,91.59,2,3,1
2552,SQL,1,91.59,2,3,1
2553,Java,1,64.19,2,0,1
2553,SQL,1,64.19,2,0,1
2554,Python,0,93.45,1,1,1
2555,Java,1,76.33,8,4,0
2555,Python,1,76.33,8,4,0
2556,Data Analysis,0,70.51,3,2,0
2557,Java,4,83.03,2,0,0
2557,C++,4,83.03,2,0,0
2558,Python,5,92.89,9,1,0
2559,Machine Learning,0,91.15,5,2,0
2559,C++,0,91.15,5,2,0
2560,C++,3,95.6,7,1,0
2561,Java,5,97.13,7,4,0
2562,C++,0,69.52,9,3,0
2562,Java,0,69.52,9,3,0
2562,Data Analysis,0,69.52,9,3,0
2563,Java,5,76.95,5,4,0
2563,C++,5,76.95,5,4,0
2564,Java,5,60.59,4,3,0
2564,SQL,5,60.59,4,3,0
2564,Machine Learning,5,60.59,4,3,0
2565,SQL,5,95.17,6,2,0
2566,Python,4,66.18,2,1,0
2567,Machine Learning,3,94.46,9,1,0
2567,Python,3,94.46,9,1,0
2567,SQL,3,94.46,9,1,0
2568,Python,2,73.18,1,4,1
2569,C++,2,74.73,7,0,0
2569,Data Analysis,2,74.73,7,0,0
2570,SQL,0,61.57,8,2,1
2571,SQL,5,73.08,5,3,0
2572,Java,0,95.53,3,2,1
2572,Machine Learning,0,95.53,3,2,1
2572,Data Analysis,0,95.53,3,2,1
2573,Machine Learning,4,61.02,5,4,1
2573,Java,4,61.02,5,4,1
2573,Python,4,61.02,5,4,1
2574,Machine Learning,4,76.25,6,1,1
2574,C++,4,76.25,6,1,1
2575,Machine Learning,1,61.26,7,3,0
2576,C++,4,74.84,2,3,1
2576,SQL,4,74.84,2,3,1
2577,Data Analysis,1,66.91,5,3,1
2578,Data Analysis,3,70.09,9,3,1
2578,Java,3,70.09,9,3,1
2579,SQL,0,95.1,5,2,1
2580,Machine Learning,3,77.44,9,2,0
2580,Java,3,77.44,9,2,0
2581,Java,4,70.95,6,4,1
2581,Machine Learning,4,70.95,6,4,1
2581,Python,4,70.95,6,4,1
2582,Python,3,83.57,3,1,0
2582,Data Analysis,3,83.57,3,1,0
2583,Data Analysis,3,65.68,5,1,0
2583,Machine Learning,3,65.68,5,1,0
2584,C++,3,70.38,1,2,1
2585,C++,4,81.85,7,4,0
2585,Data Analysis,4,81.85,7,4,0
2585,Python,4,81.85,7,4,0
2586,C++,5,69.5,2,0,1
2586,Java,5,69.5,2,0,1
2587,Machine Learning,3,87.17,8,3,0
2588,Data Analysis,1,79.66,7,1,0
2589,C++,4,90.88,5,3,0
2589,Java,4,90.88,5,3,0
2589,Machine Learning,4,90.88,5,3,0
2590,SQL,3,97.93,9,1,1
2590,Java,3,97.93,9,1,1
2591,Python,5,64.63,1,0,0
2591,Data Analysis,5,64.63,1,0,0
2591,C++,5,64.63,1,0,0
2592,SQL,4,73.39,7,1,0
2592,Java,4,73.39,7,1,0
2592,C++,4,73.39,7,1,0
2593,Data Analysis,2,72.78,5,0,0
2593,Machine Learning,2,72.78,5,0,0
2593,Python,2,72.78,5,0,0
2594,C++,5,66.05,0,1,1
2594,Java,5,66.05,0,1,1
2595,C++,1,92.41,5,2,1
2595,Java,1,92.41,5,2,1
2595,SQL,1,92.41,5,2,1
2596,C++,3,90.4,4,3,1
2596,Python,3,90.4,4,3,1
2596,Machine Learning,3,90.4,4,3,1
2597,Data Analysis,2,79.38,5,4,0
2597,SQL,2,79.38,5,4,0
2598,Python,2,81.51,0,4,1
2598,SQL,2,81.51,0,4,1
2598,C++,2,81.51,0,4,1
2599,Data Analysis,4,62.38,3,1,0
2599,Machine Learning,4,62.38,3,1,0
2600,Machine Learning,2,82.22,6,4,0
2600,Java,2,82.22,6,4,0
2600,Python,2,82.22,6,4,0
2601,SQL,1,91.65,4,3,0
2601,Python,1,91.65,4,3,0
2601,Data Analysis,1,91.65,4,3,0
2602,Python,1,82.95,5,2,1
2603,SQL,0,70.61,1,2,0
2603,C++,0,70.61,1,2,0
2604,Python,1,86.7,7,0,1
2604,SQL,1,86.7,7,0,1
2604,Machine Learning,1,86.7,7,0,1
2605,Data Analysis,5,74.46,9,4,1
2606,Data Analysis,2,81.79,3,3,0
2606,Python,2,81.79,3,3,0
2606,Java,2,81.79,3,3,0
2607,SQL,1,79.5,5,4,0
2608,Machine Learning,4,75.25,2,3,0
2609,Data Analysis,0,88.76,8,0,0
2610,Data Analysis,2,95.36,7,4,0
2610,Machine Learning,2,95.36,7,4,0
2611,Java,0,60.21,5,2,1
2611,Data Analysis,0,60.21,5,2,1
2611,SQL,0,60.21,5,2,1
2612,SQL,2,97.34,8,0,1
2612,Machine Learning,2,97.34,8,0,1
2613,C++,4,80.46,9,4,1
2613,SQL,4,80.46,9,4,1
2613,Python,4,80.46,9,4,1
2614,SQL,0,88.03,8,2,0
2615,C++,3,94.22,1,2,0
2615,Data Analysis,3,94.22,1,2,0
2616,Machine Learning,5,78.68,8,3,0
2616,Python,5,78.68,8,3,0
2616,C++,5,78.68,8,3,0
2617,Machine Learning,5,93.4,7,2,1
2617,Data Analysis,5,93.4,7,2,1
2617,SQL,5,93.4,7,2,1
2618,Machine Learning,2,67.1,1,1,0
2618,SQL,2,67.1,1,1,0
2619,Data Analysis,3,66.37,8,4,1
2619,Python,3,66.37,8,4,1
2619,Java,3,66.37,8,4,1
2620,Python,0,86.3,4,4,1
2620,Data Analysis,0,86.3,4,4,1
2621,Java,3,94.81,8,3,0
2621,SQL,3,94.81,8,3,0
2622,Python,3,95.7,2,2,1
2623,SQL,0,85.75,3,3,0
2624,Data Analysis,4,81.02,0,1,0
2625,C++,3,73.26,4,3,1
2626,Java,3,99.2,6,4,0
2627,Data Analysis,4,72.79,6,3,0
2627,Python,4,72.79,6,3,0
2627,SQL,4,72.79,6,3,0
2628,Data Analysis,3,89.77,5,4,0
2628,Machine Learning,3,89.77,5,4,0
2629,C++,3,81.28,5,0,0
2630,C++,3,84.34,7,1,0
2630,Data Analysis,3,84.34,7,1,0
2631,Data Analysis,5,75.74,9,1,0
2631,Python,5,75.74,9,1,0
2631,SQL,5,75.74,9,1,0
2632,Python,1,98.59,8,4,0
2633,Java,4,82.87,3,0,1
2634,Data Analysis,3,97.51,3,2,0
2634,SQL,3,97.51,3,2,0
2634,C++,3,97.51,3,2,0
2635,SQL,5,60.3,7,3,0
2635,Data Analysis,5,60.3,7,3,0
2635,C++,5,60.3,7,3,0
2636,Data Analysis,4,82.91,4,2,1
2636,Machine Learning,4,82.91,4,2,1
2636,C++,4,82.91,4,2,1
2637,SQL,2,88.69,9,0,1
2637,Machine Learning,2,88.69,9,0,1
2638,SQL,2,89.8,8,1,0
